,date,fips,mmwr_week,recip_county,recip_state,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop_pct,series_complete_18plus,series_complete_18pluspop_pct,series_complete_65plus,series_complete_65pluspop_pct,booster_doses,booster_doses_vax_pct,booster_doses_12plus,booster_doses_12plus_vax_pct,booster_doses_18plus,booster_doses_18plus_vax_pct,booster_doses_50plus,booster_doses_50plus_vax_pct,booster_doses_65plus,booster_doses_65plus_vax_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_5pluspop_pct_svi,series_complete_12pluspop_pct_svi,series_complete_18pluspop_pct_svi,series_complete_65pluspop_pct_svi,metro_status,series_complete_pop_pct_ur_equity,series_complete_5pluspop_pct_ur_equity,series_complete_12pluspop_pct_ur_equity,series_complete_18pluspop_pct_ur_equity,series_complete_65pluspop_pct_ur_equity,census2019,census2019_5pluspop,census2019_12pluspop,census2019_18pluspop,census2019_65pluspop
2241,2022-03-01T00:00:00.000,36121,9,Wyoming County,NY,97.6,21605,54.2,21601,56.8,21035,59.9,19861,61.3,6300,84.9,20352,51.1,20351,53.5,19822,56.5,18718,57.7,5909,79.6,10716,52.7,10714,54.1,10460,55.9,7649,66.0,4408,74.6,B,8,8,8,8,8,Non-metro,8,8,8,8,8,39859,38014,35102,32419,7423
2688,2022-03-01T00:00:00.000,36083,9,Rensselaer County,NY,97.6,122917,77.4,122885,81.6,118518,85.5,111035,86.7,28518,95,110828,69.8,110824,73.6,106935,77.2,100021,78.1,25354,91.2,60079,54.2,60073,56.2,58285,58.3,36199,69.2,19163,75.6,B,8,8,8,8,8,Metro,4,4,4,4,4,158714,150669,138560,128075,27805
2207,2022-03-01T00:00:00.000,UNK,9,Unknown County,NY,97.6,545556,0,545366,0,539234,0,527714,0,109395,0,357648,0,357608,0,353602,0,346827,0,71853,0,112680,31.5,112673,31.9,111782,32.2,73005,44.2,48686,67.8,,,,,,,,,,,,,,,,,
2073,2022-03-01T00:00:00.000,36095,9,Schoharie County,NY,97.6,18841,60.8,18840,63.3,18321,66.5,17302,67.5,5821,82.6,17482,56.4,17481,58.8,17018,61.7,16065,62.7,5386,76.4,9284,53.1,9283,54.5,9068,56.4,6585,64.6,3823,71.0,B,8,8,8,8,8,Metro,4,4,4,4,4,30999,29740,27563,25628,7047
2521,2022-03-01T00:00:00.000,36085,9,Richmond County,NY,97.6,391843,82.3,391805,87.3,378812,92.6,352208,94.6,77291,95,347903,73.1,347889,77.5,337677,82.6,314191,84.4,70463,88.9,139965,40.2,139893,41.4,136155,43.3,85819,54.7,44903,63.7,B,8,8,8,8,8,Metro,4,4,4,4,4,476143,448789,408998,372457,79301
2236,2022-03-01T00:00:00.000,36047,9,Kings County,NY,97.6,2174600,84.9,2174292,91.5,2090044,95,1958159,95,323468,87.9,1810952,70.7,1810904,76.2,1742521,80.9,1629226,82.3,285346,77.6,668166,36.9,668010,38.3,648144,39.8,331642,50.3,164706,57.7,D,16,16,16,16,16,Metro,4,4,4,4,4,2559903,2376977,2153197,1979232,367884
3031,2022-03-01T00:00:00.000,36031,9,Essex County,NY,97.6,28144,76.3,28144,79.5,27184,81.9,25490,82.3,8107,90.6,26177,71,26177,73.9,25328,76.3,23770,76.7,7571,84.6,14487,55.3,14487,57.2,13955,58.7,9834,67.9,5543,73.2,B,8,8,8,8,8,Non-metro,8,8,8,8,8,36885,35406,33195,30977,8949
2804,2022-03-01T00:00:00.000,36071,9,Orange County,NY,97.6,279109,72.5,279081,77.7,270472,84.2,249393,86.9,55314,95,245577,63.8,245572,68.4,238493,74.2,219369,76.5,47895,86.9,105919,43.1,105907,44.4,102104,46.5,64282,57.5,31219,65.2,C,12,12,12,12,12,Metro,4,4,4,4,4,384940,359046,321416,286940,55137
2799,2022-03-01T00:00:00.000,36059,9,Nassau County,NY,97.6,1317240,95,1317063,95,1269320,95,1177968,95,297352,95,1089217,80.3,1089178,84.9,1049553,89.7,969188,90.9,236212,95,455818,41.8,455697,43.4,438852,45.3,270921,53.5,138365,58.6,A,4,4,4,4,4,Metro,4,4,4,4,4,1356924,1282825,1169773,1065968,246690
2730,2022-03-01T00:00:00.000,36057,9,Montgomery County,NY,97.6,35482,72.1,35479,77,34603,82.8,32510,85.7,10422,95,32535,66.1,32535,70.6,31817,76.1,29904,78.8,9446,95,17405,53.5,17404,54.7,16973,56.8,12029,67.4,6987,74.0,D,16,16,16,16,16,Non-metro,8,8,8,8,8,49221,46075,41790,37941,9309
3014,2022-03-01T00:00:00.000,36023,9,Cortland County,NY,97.6,29804,62.6,29804,66.1,28835,69.1,26978,70.2,7558,94.1,27980,58.8,27980,62,27098,65,25323,65.8,6986,86.9,15480,55.3,15477,57.1,14978,59.1,9822,69.1,5303,75.9,B,8,8,8,8,8,Non-metro,8,8,8,8,8,47581,45117,41702,38456,8035
3152,2022-03-01T00:00:00.000,36027,9,Dutchess County,NY,97.6,230131,78.2,230114,82,222617,85.6,207773,86.8,54362,95,203566,69.2,203559,72.5,197143,75.8,183743,76.8,47487,88.9,102103,50.2,102071,51.8,98753,53.7,63896,63.1,33021,69.5,B,8,8,8,8,8,Metro,4,4,4,4,4,294218,280657,260074,239328,53399
2903,2022-03-01T00:00:00.000,36053,9,Madison County,NY,97.6,45942,64.8,45935,68,44363,71.2,41421,72.1,11543,86.2,42991,60.6,42990,63.7,41571,66.7,38787,67.5,10808,80.7,23438,54.5,23437,56.4,22606,58.3,15197,68.2,8211,76.0,A,4,4,4,4,4,Metro,4,4,4,4,4,70941,67503,62346,57487,13394
2534,2022-03-01T00:00:00.000,36001,9,Albany County,NY,97.6,249631,81.7,249599,86,238380,88.7,222389,89,55445,95,225517,73.8,225511,77.7,215376,80.2,200598,80.3,49359,92.7,127486,56.5,127468,59.2,122694,61.2,73348,71.9,39028,79.1,B,8,8,8,8,8,Metro,4,4,4,4,4,305506,290302,268701,249741,53272
2962,2022-03-01T00:00:00.000,36113,9,Warren County,NY,97.6,53956,84.4,53952,88.3,52188,92.2,49128,93.8,15650,95,49025,76.7,49025,80.2,47387,83.7,44499,85,13689,93.3,28733,58.6,28731,60.6,27722,62.3,19189,71.6,10760,78.6,A,4,4,4,4,4,Metro,4,4,4,4,4,63944,61125,56613,52361,14674
1641,2022-03-01T00:00:00.000,36115,9,Washington County,NY,97.6,45499,74.3,45498,78,44187,81.9,41646,83.6,13678,95,40317,65.9,40317,69.1,39181,72.6,36831,73.9,11556,94,21213,52.6,21208,54.1,20597,55.9,14829,65.1,8271,71.6,B,8,8,8,8,8,Metro,4,4,4,4,4,61204,58346,53957,49814,12288
1443,2022-03-01T00:00:00.000,36037,9,Genesee County,NY,97.6,36291,63.4,36290,66.8,35320,70.9,33380,73.1,10227,92.6,34047,59.4,34046,62.6,33190,66.6,31352,68.6,9524,86.2,17345,50.9,17344,52.3,16914,53.9,11984,64.2,6757,70.9,A,4,4,4,4,4,Non-metro,8,8,8,8,8,57280,54344,49799,45674,11050
877,2022-03-01T00:00:00.000,36087,9,Rockland County,NY,97.6,237920,73,237880,79.5,230083,87.2,212145,91,53728,95,205649,63.1,205635,68.8,199110,75.4,182905,78.4,44649,86.2,83734,40.7,83713,42,80143,43.8,50844,53.6,25902,58.0,C,12,12,12,12,12,Metro,4,4,4,4,4,325789,299097,263943,233221,51769
551,2022-03-01T00:00:00.000,36079,9,Putnam County,NY,97.6,81373,82.8,81367,86.6,78749,90.8,73220,92.4,17890,95,71280,72.5,71278,75.9,69014,79.6,63960,80.8,15358,86.6,34464,48.4,34460,49.9,33131,51.8,21261,61.0,10402,67.7,A,4,4,4,4,4,Metro,4,4,4,4,4,98320,93916,86735,79205,17728
849,2022-03-01T00:00:00.000,36101,9,Steuben County,NY,97.6,63888,67,63877,70.8,61640,74.9,57877,77.1,18423,95,56547,59.3,56545,62.7,54561,66.3,51209,68.2,15884,82.7,27276,48.2,27270,50,26454,51.7,18090,58.8,10081,63.5,B,8,8,8,8,8,Non-metro,8,8,8,8,8,95379,90190,82291,75107,19211
304,2022-03-01T00:00:00.000,36107,9,Tioga County,NY,97.6,33275,69,33274,72.6,32449,77.3,30525,79.8,9842,95,28775,59.7,28775,62.8,28075,66.9,26300,68.7,8244,81.7,13806,48.0,13805,49.2,13440,51.1,9516,58.6,5371,65.2,A,4,4,4,4,4,Metro,4,4,4,4,4,48203,45835,41995,38260,10094
1663,2022-03-01T00:00:00.000,36073,9,Orleans County,NY,97.6,23486,58.2,23486,61.3,22958,64.9,21686,66.6,6372,85.7,21998,54.5,21998,57.4,21548,60.9,20356,62.5,6002,80.7,10448,47.5,10448,48.5,10200,50.1,7465,61.2,4147,69.1,C,12,12,12,12,12,Metro,4,4,4,4,4,40352,38326,35381,32555,7434
213,2022-03-01T00:00:00.000,36117,9,Wayne County,NY,97.6,59413,66.1,59412,69.9,57235,73.9,53314,75.3,15921,90.7,55880,62.1,55880,65.8,53950,69.6,50221,70.9,14932,85.1,31898,57.1,31890,59.1,30879,61.5,21632,71.5,11749,78.7,B,8,8,8,8,8,Metro,4,4,4,4,4,89918,84952,77490,70822,17552
1423,2022-03-01T00:00:00.000,36045,9,Jefferson County,NY,97.6,94784,86.3,94780,93.6,91723,95,86491,95,16028,95,79784,72.6,79784,78.8,77274,84.8,72547,86.9,14538,93.1,31065,38.9,31054,40.2,29962,41.3,20552,68.4,11523,79.3,C,12,12,12,12,12,Metro,4,4,4,4,4,109834,101248,91073,83485,15611
1381,2022-03-01T00:00:00.000,36119,9,Westchester County,NY,97.6,936638,95,936480,95,888410,95,812962,95,192415,95,768324,79.4,768308,84.1,729257,87.5,662897,87.5,151293,89.8,339447,44.2,339361,46.5,319697,48.2,190488,56.9,90428,59.8,C,12,12,12,12,12,Metro,4,4,4,4,4,967506,913968,833145,757224,168511
528,2022-03-01T00:00:00.000,36061,9,New York County,NY,97.6,1758203,95,1757878,95,1698314,95,1612219,95,281340,95,1367438,84,1367380,88.1,1319766,90.1,1255474,89.9,240309,87,593100,43.4,593006,44.9,575667,45.9,294331,58.2,159839,66.5,C,12,12,12,12,12,Metro,4,4,4,4,4,1628706,1552562,1464309,1396422,276121
558,2022-03-01T00:00:00.000,36111,9,Ulster County,NY,97.6,143572,80.9,143561,84.5,138799,87.9,129842,88.6,36104,95,127572,71.8,127565,75.1,123438,78.1,115355,78.7,31589,87.3,69399,54.4,69389,56.2,67184,58.2,43657,67.6,23474,74.3,B,8,8,8,8,8,Metro,4,4,4,4,4,177573,169913,157994,146629,36183
79,2022-03-01T00:00:00.000,36021,9,Columbia County,NY,97.6,49785,83.7,49781,87.4,48308,90.7,45389,91.9,15037,95,43706,73.5,43706,76.7,42442,79.7,39781,80.6,12758,88,22056,50.5,22050,52,21436,53.9,14941,61.8,8490,66.5,B,8,8,8,8,8,Non-metro,8,8,8,8,8,59461,56965,53241,49375,14500
108,2022-03-01T00:00:00.000,36103,9,Suffolk County,NY,97.6,1249144,84.6,1248983,89.4,1214612,94.8,1134599,95,279413,95,1102498,74.7,1102472,78.9,1073724,83.8,1001442,85.8,240320,93.9,496021,45.0,495944,46.2,481634,48.1,310378,58.5,159089,66.2,A,4,4,4,4,4,Metro,4,4,4,4,4,1476601,1397462,1280896,1167503,255941
307,2022-03-01T00:00:00.000,36009,9,Cattaraugus County,NY,97.6,47183,62,47179,65.6,45717,69.8,42709,71.8,13812,91.9,42416,55.7,42414,58.9,41136,62.8,38357,64.5,12284,81.8,21423,50.5,21422,52.1,20767,54.1,15076,64.2,8669,70.6,C,12,12,12,12,12,Non-metro,8,8,8,8,8,76117,71957,65478,59481,15022
556,2022-03-01T00:00:00.000,36017,9,Chenango County,NY,97.6,30610,64.8,30604,68.5,29737,72.7,28063,74.9,8970,91.1,28570,60.5,28568,63.9,27805,68,26257,70,8354,84.8,15323,53.6,15320,55.1,14998,57.1,10930,67.8,6290,75.3,C,12,12,12,12,12,Non-metro,8,8,8,8,8,47207,44686,40889,37490,9850
1744,2022-03-01T00:00:00.000,36051,9,Livingston County,NY,97.6,39642,63,39641,65.8,38344,68.5,35903,69.2,11066,95,37223,59.2,37223,61.8,36071,64.5,33758,65.1,10355,89.8,21216,57.0,21212,58.8,20564,60.9,14530,71.1,8061,77.8,B,8,8,8,8,8,Metro,4,4,4,4,4,62914,60252,55951,51865,11536
323,2022-03-01T00:00:00.000,36015,9,Chemung County,NY,97.6,56888,68.2,56885,72.2,54872,76.3,51037,77.6,16179,95,49555,59.4,49555,62.9,47790,66.5,44398,67.5,13525,83.1,25109,50.7,25107,52.5,24365,54.9,16587,63.4,9299,68.8,B,8,8,8,8,8,Metro,4,4,4,4,4,83456,78838,71907,65773,16284
1320,2022-03-01T00:00:00.000,36123,9,Yates County,NY,97.6,14167,56.9,14165,60.6,13764,64.9,13023,67,4909,92.3,13070,52.5,13070,55.9,12710,59.9,12014,61.8,4422,83.2,7674,58.7,7674,60.4,7474,62.2,5577,70.8,3375,76.3,B,8,8,8,8,8,Metro,4,4,4,4,4,24913,23372,21215,19433,5316
1095,2022-03-01T00:00:00.000,36011,9,Cayuga County,NY,97.6,47892,62.5,47890,65.8,46286,69.1,43261,70.1,12851,84.6,44932,58.7,44932,61.8,43535,65,40691,66,12049,79.3,24957,55.5,24955,57.3,24122,59.3,16727,69.5,9287,77.1,C,12,12,12,12,12,Non-metro,8,8,8,8,8,76576,72746,66963,61675,15189
543,2022-03-01T00:00:00.000,36043,9,Herkimer County,NY,97.6,39280,64.1,39279,67.4,38280,71.7,35873,73.5,11985,92.1,35894,58.5,35893,61.6,35002,65.6,32776,67.2,10830,83.2,18906,52.7,18903,54,18407,56.2,13282,65.7,7888,72.8,C,12,12,12,12,12,Metro,4,4,4,4,4,61319,58259,53364,48793,13017
1329,2022-03-01T00:00:00.000,36077,9,Otsego County,NY,97.6,39479,66.4,39477,69.2,38068,71.3,35673,71.1,11694,90.4,36348,61.1,36347,63.8,35083,65.7,32879,65.6,10832,83.7,21515,59.2,21514,61.3,20805,63.3,14278,72.0,8339,77.0,B,8,8,8,8,8,Non-metro,8,8,8,8,8,59493,57013,53412,50138,12936
549,2022-03-01T00:00:00.000,36105,9,Sullivan County,NY,97.6,50938,67.5,50931,71.6,49654,76.3,46761,78.5,13196,90.5,45198,59.9,45194,63.6,44092,67.8,41521,69.7,11616,79.7,20031,44.3,20028,45.4,19634,47.3,13906,58.4,7774,66.9,D,16,16,16,16,16,Non-metro,8,8,8,8,8,75432,71103,65052,59574,14579
178,2022-03-01T00:00:00.000,36029,9,Erie County,NY,97.6,687027,74.8,686943,79.1,657198,82.4,613192,83.6,159203,94.2,635574,69.2,635565,73.2,609695,76.5,568665,77.5,148349,87.8,355735,56.0,355672,58.3,344690,60.6,213807,71.0,115531,77.9,B,8,8,8,8,8,Metro,4,4,4,4,4,918702,868601,797312,733429,168935
25,2022-03-01T00:00:00.000,36099,9,Seneca County,NY,97.6,19351,56.9,19350,59.9,18735,63.2,17507,64.3,5515,82.6,18079,53.1,18079,56,17553,59.2,16381,60.2,5147,77.1,10018,55.4,10017,57.1,9695,59.2,6968,69.6,3928,76.3,B,8,8,8,8,8,Non-metro,8,8,8,8,8,34016,32296,29658,27227,6677
310,2022-03-01T00:00:00.000,36093,9,Schenectady County,NY,97.6,123395,79.5,123378,84.4,117959,88.5,108851,89.4,28328,95,111894,72.1,111890,76.6,107083,80.4,98617,81,25291,93.9,64386,57.5,64365,60.1,61978,62.8,39104,75.0,20762,82.1,B,8,8,8,8,8,Metro,4,4,4,4,4,155299,146118,133217,121786,26943
935,2022-03-01T00:00:00.000,36091,9,Saratoga County,NY,97.6,200300,87.1,200282,91.7,190716,95,177050,95,47122,95,180743,78.6,180740,82.7,171909,85.7,158968,86.1,40852,94.5,103546,57.3,103525,60.2,99018,62.3,61865,71.6,31892,78.1,A,4,4,4,4,4,Metro,4,4,4,4,4,229863,218464,200700,184651,43232
1864,2022-03-01T00:00:00.000,36055,9,Monroe County,NY,97.6,570578,76.9,570517,81.3,545382,85,507150,86.1,130379,95,531745,71.7,531737,75.8,509654,79.4,473964,80.5,122117,92.2,310860,58.5,310827,61,299319,63.2,182433,73.4,97851,80.1,C,12,12,12,12,12,Metro,4,4,4,4,4,741770,701369,641895,588835,132495
1806,2022-03-01T00:00:00.000,36033,9,Franklin County,NY,97.6,36163,72.3,36148,75.8,34815,79.4,32337,80,8796,95,33766,67.5,33758,70.8,32643,74.4,30340,75,8304,95,18941,56.1,18936,58,18290,60.3,12520,72.4,6784,81.7,C,12,12,12,12,12,Non-metro,8,8,8,8,8,50022,47674,43851,40427,8725
602,2022-03-01T00:00:00.000,36069,9,Ontario County,NY,97.6,79377,72.3,79369,76,75977,79.2,70488,80.2,21366,94.5,74403,67.8,74403,71.2,71278,74.3,66063,75.1,19890,87.9,43489,58.5,43485,61,41768,63.2,27814,72.5,15422,77.5,A,4,4,4,4,4,Metro,4,4,4,4,4,109777,104452,95899,87942,22621
803,2022-03-01T00:00:00.000,36019,9,Clinton County,NY,97.6,62340,77.5,62332,81.4,59708,84.2,55751,84.4,14728,95,57869,71.9,57868,75.6,55601,78.4,51922,78.6,13707,95,32241,55.7,32236,58,30899,59.5,20203,70.6,10833,79.0,C,12,12,12,12,12,Non-metro,8,8,8,8,8,80485,76595,70920,66064,14221
1600,2022-03-01T00:00:00.000,36003,9,Allegany County,NY,97.6,21870,47.4,21868,50.1,21216,52.9,19834,53.9,6612,73,20157,43.7,20155,46.2,19567,48.8,18291,49.7,6049,66.8,9999,49.6,9999,51.1,9718,53.1,6952,62.6,4191,69.3,C,11,11,11,11,11,Non-metro,7,7,7,7,7,46091,43667,40131,36817,9055
1272,2022-03-01T00:00:00.000,36063,9,Niagara County,NY,97.6,147389,70.4,147379,74.3,142469,78.3,133626,79.7,38533,94.3,137876,65.9,137874,69.5,133502,73.3,125229,74.7,35959,88,73474,53.3,73467,55,71529,57.1,49155,68.0,27130,75.4,B,8,8,8,8,8,Metro,4,4,4,4,4,209281,198251,182051,167587,40860
1858,2022-03-01T00:00:00.000,36109,9,Tompkins County,NY,97.6,90816,88.9,90797,92.4,87104,94.3,82251,94.3,16384,95,80455,78.7,80446,81.8,76983,83.3,72403,83,14669,95,44508,55.3,44497,57.8,42432,58.6,22174,76.6,11805,80.5,B,8,8,8,8,8,Metro,4,4,4,4,4,102180,98313,92386,87204,15430
353,2022-03-01T00:00:00.000,36041,9,Hamilton County,NY,97.6,4026,91.2,4026,94.3,3948,95,3814,95,1616,95,3653,82.7,3653,85.6,3581,87.9,3460,90.7,1447,95,2009,55.0,2009,56.1,1987,57.4,1601,65.0,1010,69.8,B,8,8,8,8,8,Non-metro,8,8,8,8,8,4416,4269,4074,3813,1407
922,2022-03-01T00:00:00.000,36075,9,Oswego County,NY,97.6,73227,62.5,73224,66.1,70742,69.9,66091,71.3,18110,92,68901,58.8,68900,62.2,66720,65.9,62320,67.3,16884,85.8,38322,55.6,38313,57.4,37075,59.5,25774,71.4,13688,81.1,C,12,12,12,12,12,Metro,4,4,4,4,4,117124,110782,101272,92646,19686
1454,2022-03-01T00:00:00.000,36007,9,Broome County,NY,97.6,129943,68.2,129934,71.9,125693,75.5,118223,76.9,34650,93.7,120182,63.1,120177,66.5,116436,70,109448,71.2,32207,87.1,65646,54.6,65639,56.4,63936,58.4,42889,69.7,24549,76.2,C,12,12,12,12,12,Metro,4,4,4,4,4,190488,180602,166375,153683,36980
1157,2022-03-01T00:00:00.000,36013,9,Chautauqua County,NY,97.6,83073,65.5,83070,69.2,80482,73,75686,74.7,25038,95,74298,58.5,74298,61.9,72053,65.3,67581,66.7,21824,83,38662,52.0,38658,53.7,37579,55.6,26656,64.8,15549,71.2,C,12,12,12,12,12,Non-metro,8,8,8,8,8,126903,120007,110272,101274,26285
2164,2022-03-01T00:00:00.000,39173,9,Wood County,OH,98.6,84554,64.6,84550,68.2,81223,71.5,75766,72.7,20302,95,80286,61.4,80286,64.8,77245,68,72130,69.2,19533,95,42092,52.4,42083,54.5,40720,56.5,26081,69.2,15055,77.1,A,4,4,4,4,4,Metro,4,4,4,4,4,130817,123928,113587,104261,20525
2475,2022-03-01T00:00:00.000,39097,9,Madison County,OH,98.6,23706,53,23704,55.8,22968,59,21647,60.7,6077,85.6,22545,50.4,22545,53.1,21897,56.2,20685,58,5843,82.3,10832,48.0,10830,49.5,10626,51.4,7566,61.9,4093,70.0,B,8,8,8,8,8,Metro,4,4,4,4,4,44731,42482,38939,35669,7098
1285,2022-03-01T00:00:00.000,39005,9,Ashland County,OH,98.6,24479,45.8,24478,48.5,24077,52.6,23081,55.5,8312,81.2,22925,42.9,22925,45.5,22575,49.3,21676,52.1,8007,78.2,10979,47.9,10974,48.6,10816,49.9,8599,61.5,5516,68.9,B,7,7,7,8,8,Non-metro,7,7,7,8,8,53484,50427,45782,41579,10242
1212,2022-03-01T00:00:00.000,39071,9,Highland County,OH,98.6,17560,40.7,17559,43.4,17359,47.4,16675,50.6,6156,75.4,16191,37.5,16191,40,16030,43.8,15428,46.8,5777,70.7,7121,44.0,7120,44.4,7049,45.7,5686,54.5,3585,62.1,C,10,11,11,11,12,Non-metro,6,7,7,7,8,43161,40457,36632,32974,8168
2551,2022-03-01T00:00:00.000,39137,9,Putnam County,OH,98.6,16937,50,16936,53.6,16603,59.1,15842,62.7,5456,89.5,16331,48.2,16331,51.7,16011,57,15292,60.5,5291,86.8,7973,48.8,7972,49.8,7895,51.6,6200,63.1,3891,73.5,A,3,4,4,4,4,Non-metro,7,8,8,8,8,33861,31618,28107,25257,6096
2806,2022-03-01T00:00:00.000,39011,9,Auglaize County,OH,98.6,18645,40.8,18645,43.6,18410,47.8,17784,51.2,7055,81.6,17868,39.1,17868,41.8,17643,45.8,17066,49.2,6812,78.8,8745,48.9,8744,49.6,8659,50.7,7015,60.0,4682,68.7,A,2,3,3,3,4,Non-metro,6,7,7,7,8,45656,42746,38485,34708,8646
1726,2022-03-01T00:00:00.000,39147,9,Seneca County,OH,98.6,27878,50.5,27877,53.5,27414,57.5,26129,60.5,9178,89.4,26729,48.4,26729,51.3,26294,55.2,25075,58,8888,86.6,13241,49.5,13237,50.3,13078,52.2,10155,63.4,6386,71.8,B,7,8,8,8,8,Non-metro,7,8,8,8,8,55178,52086,47649,43203,10262
2167,2022-03-01T00:00:00.000,39017,9,Butler County,OH,98.6,231263,60.4,231251,64.2,222531,68.4,206598,70.3,52263,90.2,215501,56.2,215500,59.8,207751,63.9,193144,65.7,49596,85.6,99552,46.2,99529,47.9,96308,49.9,63890,61.8,35175,70.9,B,8,8,8,8,8,Metro,4,4,4,4,4,383134,360124,325315,293993,57964
788,2022-03-01T00:00:00.000,39015,9,Brown County,OH,98.6,18950,43.6,18949,46.4,18674,50.4,17844,53.3,6452,81,17600,40.5,17600,43.1,17354,46.8,16590,49.5,6106,76.6,7823,44.4,7821,45.1,7736,46.6,6340,56.0,3974,65.1,B,7,7,7,7,8,Metro,3,3,3,3,4,43432,40861,37048,33493,7967
2216,2022-03-01T00:00:00.000,39037,9,Darke County,OH,98.6,21345,41.8,21345,44.5,21127,48.8,20396,52.3,8444,82.9,19913,39,19913,41.5,19725,45.6,19073,48.9,7991,78.4,9519,47.8,9518,48.3,9429,49.4,7871,58.1,5250,65.7,A,2,3,3,3,4,Non-metro,6,7,7,7,8,51113,47944,43288,39034,10188
2488,2022-03-01T00:00:00.000,39069,9,Henry County,OH,98.6,14921,55.3,14921,58.7,14569,63.4,13756,66.3,4832,93.5,14476,53.6,14476,57,14137,61.5,13391,64.5,4704,91,7645,52.8,7643,54.1,7528,56.2,5829,67.5,3611,76.8,A,4,4,4,4,4,Non-metro,8,8,8,8,8,27006,25407,22980,20758,5167
2785,2022-03-01T00:00:00.000,39155,9,Trumbull County,OH,98.6,116265,58.7,116260,62,113936,66.2,108261,68.6,38822,88.9,107268,54.2,107268,57.2,105278,61.1,100195,63.5,36458,83.5,53618,50.0,53611,50.9,52717,52.6,41059,62.8,25640,70.3,B,8,8,8,8,8,Metro,4,4,4,4,4,197974,187497,172214,157776,43681
1236,2022-03-01T00:00:00.000,39133,9,Portage County,OH,98.6,97603,60.1,97596,62.9,94340,65.7,88804,67.1,25540,92.3,92300,56.8,92300,59.5,89354,62.2,84200,63.6,24651,89.1,48434,52.5,48424,54.2,47172,56.0,32247,66.7,18331,74.4,A,4,4,4,4,4,Metro,4,4,4,4,4,162466,155184,143612,132407,27660
2911,2022-03-01T00:00:00.000,39131,9,Pike County,OH,98.6,13235,47.7,13233,50.7,13034,55.2,12343,58,3975,78.5,12134,43.7,12134,46.5,11961,50.6,11382,53.5,3758,74.2,5105,42.1,5104,42.7,5027,44.2,3846,53.8,2358,62.7,D,15,15,16,16,16,Non-metro,7,7,8,8,8,27772,26075,23629,21286,5063
1828,2022-03-01T00:00:00.000,39089,9,Licking County,OH,98.6,100580,56.9,100576,60.5,97256,64.7,91076,66.9,26847,90.6,95898,54.2,95898,57.7,92965,61.8,87235,64,25704,86.7,47082,49.1,47074,50.6,45912,52.6,32270,63.4,18395,71.6,A,4,4,4,4,4,Metro,4,4,4,4,4,176862,166272,150324,136224,29644
1265,2022-03-01T00:00:00.000,39073,9,Hocking County,OH,98.6,14142,50,14141,52.9,13818,56.8,13095,59.2,4404,80,13462,47.6,13462,50.3,13178,54.2,12518,56.6,4253,77.3,6772,50.3,6772,51.4,6662,53.2,5166,63.6,3078,72.4,B,7,8,8,8,8,Metro,3,4,4,4,4,28264,26749,24312,22123,5502
609,2022-03-01T00:00:00.000,39031,9,Coshocton County,OH,98.6,14890,40.7,14890,43.5,14705,47.6,14091,50.6,5466,75.3,14054,38.4,14054,41.1,13880,45,13335,47.9,5239,72.2,6962,49.5,6962,50.2,6894,51.7,5651,61.8,3691,70.5,C,10,11,11,11,12,Non-metro,6,7,7,7,8,36600,34215,30868,27865,7255
2507,2022-03-01T00:00:00.000,39033,9,Crawford County,OH,98.6,19386,46.7,19386,49.5,19146,53.6,18424,56.7,7226,81.5,18553,44.7,18553,47.4,18339,51.4,17689,54.4,7025,79.2,8787,47.4,8785,47.9,8703,49.2,7087,58.7,4711,67.1,B,7,7,8,8,8,Non-metro,7,7,8,8,8,41494,39143,35703,32520,8871
1838,2022-03-01T00:00:00.000,39003,9,Allen County,OH,98.6,47288,46.2,47286,49.2,46454,53.4,44505,56.4,15446,83.5,44068,43.1,44068,45.9,43382,49.8,41631,52.8,14793,79.9,21001,47.7,20999,48.4,20726,49.8,16120,60.1,10133,68.5,C,11,11,11,12,12,Metro,3,3,3,4,4,102351,96070,87026,78859,18509
359,2022-03-01T00:00:00.000,39107,9,Mercer County,OH,98.6,16544,40.2,16544,43.5,16286,47.9,15753,51.6,6280,83.7,15615,37.9,15615,41.1,15383,45.2,14905,48.8,6031,80.4,7740,49.6,7739,50.3,7674,51.5,6271,61.4,4224,70.0,A,2,3,3,3,4,Non-metro,6,7,7,7,8,41172,38004,34019,30520,7499
1346,2022-03-01T00:00:00.000,39171,9,Williams County,OH,98.6,17613,48,17613,51,17348,55.2,16579,58.4,6344,89.9,16288,44.4,16288,47.1,16056,51.1,15361,54.1,5946,84.2,8066,49.5,8066,50.2,7960,51.8,6450,61.7,4197,70.6,B,7,7,8,8,8,Non-metro,7,7,8,8,8,36692,34555,31433,28386,7060
